Form 133 - Electronic Version,,,,,,,,,,,,
Well Activity Report,,,,,,,,,,,,
"06/08/14 Continued to run riser from 7188' to 9078' 104 joints ran of 111 joints to run. Tested every 10 joints. Tested choke & kill lines to 250/7,500 psi for 5 min each. Tested boost & rigid conduit lines to 250/5,000 psi for 5 min each. Good test. Held pre job safety meeting on running riser. Continued to run riser from 9078' to 9748' with a total of 111 joints run. RU & tested choke & kill lines to 250/7,500 psi for 5 min each. Tested boost & rigid conduit lines to 250/5,000 psi for 5 min each. PU landing joint & MU same. Landed slip joint on alignment pins with 50K down & extended 4 locking pins & extended choke, kill, boost & rigid conduit stabs. Attempted to test choke & kill lines leak was observed & choke, kill, boost & rigid conduit stabs retracted, retract 4 locking pins. Replaced stab seals & Land slip joint on alignment pins with 50K down, extended 4 locking pins & extend
",,,,,,,,,,,,
"choke, kill, boost & rigid conduit stabs. Slipped joint to KT ring. Tested choke & kill lines to 250/7,500 psi for 5 min each. Tested boost line to 3,000 psi for 5 min. Unlocked KT-ring from diverter housing. Note; Rig ROV dove at 19:45 hrs. Had ground fault. Recovered & trouble shot.
",,,,,,,,,,,,
"
",,,,,,,,,,,,
"06/09/14 Held pre-job safety meeting with crew on landing BOP. Trouble shot KT ring locking dogs. Locking dogs will not retract. Unlocked KT-ring from diverter housing. Moved Rig 200m to well center. Subsea prepared drape hoses & flushed rigid conduit. Landed out BOPs at 0445 hours; rig heading 225 degrees. Total weight of BOP 1270K. Set 50k down lock connector with 12.5 gallon count. Took 100k overpull to verify latch & performed slump test setting 400k down. Made adjustments on tensioners & installed storm loops. Verified seal with 1,000 psi. Pressure tested against blind shear rams. Scoped out slip joint & layed out landing joint. RD riser running tool. RU Frame 5 elevators. PU & MU diverter. Landed diverter out in housing & engaged diverter locking dogs. Took 20K over pull & backed out running tool & layed out. RD BOP handling equipment & set-up rig floor with pipe handling equipment. RIH w/ 18.59"" BOP test assembly from surface to 4206'. Began PU singles of 6.625"" 27.7 ppf drill pipe from 4206' to 4675'. Monitored well on trip tank through out operations. Proper displacement noted. Note: Removed the skid from the rig ROV & installed on the M/V Polar Queen ROV in preparation for the ROV intervention testing on the BOP.
",,,,,,,,,,,,
"
",,,,,,,,,,,,
"06/10/14 RIH w/ 18.59"" BOP test assembly PU singles of 6.625"" 27.7 ppf drill pipe from 4,675' to 7160'. Monitored well on trip tank for proper displacement. RIH w/ 18.59"" BOP test assembly using 6.625"" 40 PPF stands from 7160' to 7729'. Monitored well on trip tank for proper displacement. Function tested & flowed through diverter. Diverter opened time 27 seconds & closed time 37 seconds. RIH w/ 18.59"" BOP test assembly using 6.625"" 40 PPF stands from 7729' to 11782'. Monitored well on trip tank for proper displacement. Landed out Vetco test tool at 9884'. Monitored well on trip tank for proper displacement. RU surface equipment & tested BOP's. Tested BOP from drillers control panel on yellow pod with 8.6 ppg SW & SureTec system. Tested upper annular, lower annular to 250/7200 psi for 5/5 minutes. Tested lower pipe rams, middle pipe rams, upper pipe rams,manual IBOP, Auto IBOP, TIW s/n GM29742, Inside grey valve s/n GM30009, Kelly hose, & all associated valves to 250/7,500 psi for five min each. Functioned diverter @ 2000 hrs, 26 seconds to close, 35 seconds to open. Flowed SW through diverter over board line. Function tested BOP from drillers control panel on yellow pod & from toolpushers control panel on blue pod. Performed accumulator draw down test from toolpushers control panel on yellow pod. Tested choke manifold valve to 250/7,500 psi with 8.6 ppg SW & SureTec system. Un-seated test plug with no over pull noted. Layed out test Kelly & POOH w/ 18.59"" BOP test assembly from 11782' to 8585'. Monitored well on trip tank throughout operation. Well static.
",,,,,,,,,,,,
"
",,,,,,,,,,,,
"06/11/14 POOH w/ 18.59"" BOP test assembly from 8,585' to 1,976' & layed out same. Monitored well on trip tank for proper displacement. POOH w/ bullnose from 1,976' to surface & layed out same. Monitored well on trip for proper displacement. Performed subsea deadman test & tested lower shear rams to 250/2,815psi. for 5/5 min. Good test. Performed subsea ROV intervention & pressure tested 20"" casing against upper shear rams to 250/2,815psi. for 5/30 min. Good test. Function tested shear rams from Toolpusher's contol panel on blue pod. PU 17.5"" drilling assembly as per Schlumberger directional driller. Monitored well on trip for proper displacement.  Held pre job safety meeting on PU the 17.5"" drilling assembly. PU & RIH w/ 17.5"" drilling assembly as per Schlumberger representative from surface to 103'. Bit torqued to 50K. Up loaded MWD tools as per Schlumberger representative. Continued to PU & RIH w/ 17.5"" drilling assembly as per Schlumberger representative from 103' to 596'. RIH w/ 17.5"" drilling assembly as per Schlumberger representative from 596' to 1,629'. Shallow tested MWD tools as per Schlumberger representative with 8.6ppg SW @ 850gpm, 840psi. Continued to RIH w/ 17.5"" drilling assembly filling drill pipe every 20 stands as per Schlumberger representative from 1,629' to 7,216'. Monitored well on the trip tank throughout operations. Well static. Deepwater Pathfinder ROV splashed at 22:55hrs, and operating ok. At 23:30hrs the M/V Polar Queen ROV vessel was released from standby at the rig & instructed to S/B outside the 25 mile zone.
",,,,,,,,,,,,
"
",,,,,,,,,,,,
"06/12/14 Continued to RIH w/ 17.5"" BHA filling drill pipe every 20 stands as per Schlumberger representative from 7,216' to 13,035' & tagged cement. Monitored well on the trip tank for proper displacement. Displaced choke, kill & boost lines from SW to 9.5 PPG SBM. Held safety meeting w/ crew on displacement job. Displaced well bore from SW to 9.5 SBM at 20 BPM., 2,486 PSI, 1,688 off bottom torque & 25 RPM. Continued to displace well with 9.3 ppg SBM at 10 bpm, 790 psi. Took SCRs @ 13,027'. Mud pump 1 at 20 stk/min = 230 psi, 30 stk/min = 270 psi, 40 stk/min = 317 psi, Mud pump 2 at 20 stk/min = 230 psi, 30stk/min = 272 psi, 40 stk/min = 322 psi, Mud pump 3 @ 20 stk/min = 233 psi, 30 stk/min = 275 psi, 40 stk/min = 324 psi, Took choke line friction with mud pump1, pumped down the kill line taking returns up the choke line with the upper annular closed at 20 stk/min = 242 psi, 30 stk/min = 300 psi, 40 stk/min = 365 psi. Washed down from 13,027' to 13,137'. Tagged firm cement @ 13,137. Drilled out cement from 13,137' to 13,284'. Drilled out shoe from 13,284' to 13,287'. Washed out rat hole from 13,287' to 13,327' & drilled out 10' of new formation to 13,337' @ 750 gpm, 1,856 psi, 40 rpm, 5-16k torque, 5-15k WOB. CBU with 9.3 ppg SBM @ 750 gpm, 1,862 psi & 40 rpm, 1-3k torque, boost riser at 100gpm, 242 psi. 
",,,,,,,,,,,,
"
",,,,,,,,,,,,
"06/13/14 Circulated hole clean with 9.3 ppg SBM @ 750 gpm, 1,862 psi & 40 rpm, 1-3k torque, boost riser @ 100 gpm, 242 psi. PU into 20"" casing shoe from 13,337' to 13,209'. RU & broke circulation test lines. Monitored well on trip tank for
",,,,,,,,,,,,
"proper displacement. Performed FIT test with a surface pressure 553 PSI, w/ 9.5 ppg SBM. (Equivalant MW of 10.3 PPG). RD test equipment & LD test stand. RIH from 13,209' to 13,337'. Monitored well on trip tank for proper displacement. Drilled ahead on 17.5"" hole from 13,685' to take surveys as per Schlumberger directional driller. Continued to drill ahead on the 17.5"" hole section from 13,685' to 13,890' as per SLB directional driller with 1,100 gpm, 3,640 psi, 100 rpm, 4-8k torque, 2-10k wob, boosting riser @ 300 gpm. Pumped 40 bbl LCM sweep every other connection. Took slow pump rates @ 13,890' with pump 1 at 20 stk/min = 232 psi, 30 stk/min = 273 psi, 40 stk/min = 318 psi, pump 2 at 20 stk/min = 230 psi, 30 stk/min = 274 psi, 40 stk/min = 322 psi, pump 3 at 20 stk/min = 230 psi, 30 stk/min = 276 psi, 40 stk/min = 326 psi. Continued to drill ahead on the 17.5"" hole section from 13,890' to 14,360' as per SLB directional driller with 1,100 gpm, 3,640 psi, 100 rpm, 4-8k torque, 2-10k wob, boosting riser @ 375 gpm. ECD - 9.89ppg. Pumped 40 bbl LCM sweep every other connection.
",,,,,,,,,,,,
"
",,,,,,,,,,,,
"06/14/14 Drilled ahead on the 17.5"" hole section from 14,360'to 14,632' as per SLB directional driller with1,100 gpm, 3,640 psi, 100 rpm, 4-8k torque, 2-10k wob, boosting riser @ 375 gpm. Pumped 40 bbl LCM sweep every other connection. Took slow pump rates @ 14,632' with pump 1 at 20 stk/min = 245 psi, 30 stk/min = 290 psi, 40 stk/min = 350 psi, pumped 2 at 20 stk/min = 260 psi, 30 stk/min = 290 psi, 40 stk/min = 350 psi, pump 3 at 20 stk/min = 250 psi, 30 stk/min = 290 psi, 40 stk/min = 340 psi. Continue to drill ahead on the 17.5"" hole section from 14,632' to 15,640' as per SLB directional driller with 1,100 gpm, 3,860 psi, 120 rpm, 8-10k torque, 5-10k wob, boosting riser at 375 gpm. / 996psi. Pumped 40 bbl LCM sweep every other connection. CBU with 9.5 ppg, SBM @ 1,100 gpm, 3,965 psi, boosting riser @ 375 gpm, 920 psi, 50 rpm, 3-4k torque. Note: The outer gas bleed valve (a fail safe close valve) failed to close under hydraulic pressure when controlled by the blue pod. ENI office, BSEE, and Lloyds Registry were notified. On 06/14/2014 @ 7:53PM, Tom Meyer BSEE NOLA District gave written approval for continued operation of the BOP via the yellow pod, as it will provide for complete functionality of both inner and outer gas bleed valves. Drilling operations may continue as planned.",,,,,,,,,,,,
